production_id,farm_name,field_id,field_location,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_quantity_kg,pesticide_type,pesticide_quantity_ltr,irrigation_type,irrigation_quantity_ltr,total_yield_kg,avg_yield_per_hectare,soil_ph,rainfall_mm,avg_temperature_c,labor_hours,number_of_workers,machinery_used,expected_market_price_per_kg,expected_total_revenue_eur
803,Short PLC,F-570,East Jenny,Soybean,Black,2024-12-19,2025-04-19,Compost,135.3,Chlorpyrifos,20.1,Sprinkler,686.6,4524.7,2339.4,6.25,530.4,17.5,60.0,6,Harvester,1.42,6425.03
804,Reeves-Boyd,F-537,West Sarahland,Soybean,Black,2024-04-22,2024-09-24,Compost,295.4,Neem Oil,7.7,Sprinkler,1080.3,6107.1,6797.9,5.74,308.7,17.1,170.2,2,Tractor,0.36,2198.55
805,Small-Garcia,F-860,Andrewport,Wheat,Emmer,2024-01-15,2024-04-27,Compost,155.8,Glyphosate,27.3,Flood,589.8,5936.4,5725.6,5.72,786.1,22.1,92.6,5,Tractor,1.24,7361.16
806,Flores and Sons,F-698,Joshuamouth,Corn,Dent,2024-09-09,2025-02-16,Urea,240.6,Glyphosate,25.1,Sprinkler,804.7,4182.0,4299.2,6.73,772.7,13.3,161.1,6,Harvester,0.33,1380.05
807,Lambert-Nelson,F-269,West Danny,Wheat,Durum,2024-12-22,2025-04-22,NPK 15-15-15,279.4,Chlorpyrifos,7.7,Drip,1506.7,8608.4,9139.0,6.37,716.5,23.9,116.9,5,Tractor,0.85,7317.17
808,"Palmer, Clark and Bell",F-729,Josephport,Wheat,Emmer,2024-08-27,2025-01-20,Urea,55.8,Chlorpyrifos,10.1,Flood,1237.3,4982.7,2518.7,7.08,514.4,16.5,124.9,8,Harvester,0.76,3786.89
809,Jackson LLC,F-799,Amberton,Potato,Russet,2024-07-20,2024-12-04,Urea,92.1,Chlorpyrifos,10.2,Sprinkler,1029.9,2300.6,3514.0,6.05,629.0,24.6,106.9,9,Tractor,1.3,2990.83
810,Ruiz Ltd,F-453,North Patrickland,Potato,Russet,2023-08-11,2023-11-17,Urea,145.2,Chlorpyrifos,15.9,Sprinkler,1863.8,5070.2,2414.2,5.68,353.0,15.2,105.0,6,Harvester,0.77,3904.06
811,White-Carlson,F-929,Jensenport,Corn,Sweet,2024-03-28,2024-07-24,NPK 15-15-15,261.5,Chlorpyrifos,14.1,Drip,635.0,8682.8,4850.7,7.33,255.4,21.7,57.5,3,Plough,1.02,8856.48
812,Marquez Ltd,F-290,Port Kathyshire,Barley,Hulless,2024-01-15,2024-05-03,NPK 15-15-15,152.4,Glyphosate,18.0,Drip,1807.7,3638.4,1641.1,6.74,543.6,23.0,180.8,4,Harvester,0.63,2292.18
813,Hess Ltd,F-300,Davisport,Potato,Red,2023-08-12,2024-01-03,Compost,228.1,Glyphosate,24.3,Sprinkler,1725.9,9054.3,9310.4,5.86,274.5,18.5,164.1,4,Tractor,1.27,11498.96
814,"Mckinney, Marshall and Hall",F-378,East Michelle,Potato,Russet,2024-10-14,2025-02-12,Compost,253.3,Neem Oil,17.6,Drip,1090.7,8082.2,7022.1,5.83,481.4,23.9,86.3,7,Plough,0.51,4121.91
815,Durham-Myers,F-265,Kristinamouth,Barley,Hulless,2024-08-23,2024-12-22,Compost,201.5,Glyphosate,6.7,Sprinkler,703.9,5094.5,2652.8,6.07,517.3,18.9,163.1,10,Plough,1.16,5909.62
816,Johnson-Alvarez,F-867,Timothyburgh,Soybean,Black,2024-04-18,2024-09-21,Urea,237.9,Neem Oil,28.4,Drip,1254.7,4185.4,2446.1,6.5,682.9,14.9,140.0,7,Harvester,1.16,4855.09
817,Munoz-Anderson,F-303,South Lisaville,Wheat,Emmer,2023-12-07,2024-04-23,NPK 15-15-15,103.9,Neem Oil,23.8,Sprinkler,1797.8,4383.5,3514.5,7.08,649.5,21.1,95.3,5,Tractor,0.68,2980.78
818,"Banks, Sparks and Patel",F-480,Garzabury,Wheat,Durum,2024-01-10,2024-06-04,NPK 15-15-15,165.8,Chlorpyrifos,29.0,Drip,1921.6,3276.3,2523.2,7.29,753.6,16.1,58.0,9,Harvester,1.16,3800.48
819,Kelley Group,F-989,Jonesborough,Soybean,Yellow,2024-08-26,2024-12-31,Urea,66.9,Chlorpyrifos,9.8,Flood,748.9,4193.0,2749.3,7.48,287.6,22.0,90.4,2,Plough,0.87,3647.88
820,"Garza, Mueller and Graham",F-455,Amybury,Corn,Dent,2025-01-23,2025-04-26,Compost,131.6,Chlorpyrifos,6.3,Flood,1378.4,5035.2,4310.7,7.27,655.1,18.1,127.1,10,Plough,1.04,5236.64
821,"Caldwell, Stevenson and Joseph",F-550,Wilsonmouth,Potato,Russet,2023-09-13,2023-12-31,Compost,230.6,Chlorpyrifos,8.6,Drip,639.8,9396.5,7482.2,6.27,436.6,12.6,95.4,4,Tractor,1.09,10242.22
822,"Davis, Wallace and Parker",F-681,Jonesville,Soybean,Yellow,2024-01-09,2024-05-31,Urea,297.6,Glyphosate,5.0,Drip,745.1,8195.2,3616.1,5.57,636.3,23.0,82.9,4,Plough,0.81,6638.15
823,"Wise, Gray and Snyder",F-845,North Jeffberg,Soybean,Yellow,2024-10-15,2025-01-23,Urea,262.6,Chlorpyrifos,19.4,Flood,1833.8,7024.8,3308.3,7.13,398.4,21.3,129.0,10,Plough,0.71,4987.58
824,"Berger, Fields and Smith",F-621,Lake Edward,Barley,Hulled,2025-03-21,2025-07-17,Urea,174.7,Neem Oil,29.8,Drip,1928.2,8334.4,6093.5,6.1,717.9,13.5,72.2,5,Tractor,0.63,5250.66
825,Price-Lane,F-522,East Erin,Corn,Dent,2024-06-17,2024-10-04,Compost,150.0,Neem Oil,13.3,Drip,863.7,9334.5,4926.5,6.75,769.1,21.3,166.2,2,Harvester,0.91,8494.36
826,Hudson-Gentry,F-479,Samanthachester,Soybean,Black,2024-01-02,2024-04-20,NPK 15-15-15,127.0,Chlorpyrifos,27.0,Sprinkler,1891.8,4728.0,1924.5,6.29,328.4,18.0,85.3,5,Plough,0.7,3309.6
827,Mooney-Aguilar,F-203,Abbottport,Corn,Dent,2024-11-09,2025-02-27,NPK 15-15-15,70.6,Neem Oil,5.2,Flood,1142.8,6381.8,3783.2,7.29,760.6,23.1,154.6,4,Tractor,1.32,8424.03
828,Santana-Faulkner,F-795,Lake Annstad,Wheat,Emmer,2023-06-19,2023-10-09,Compost,279.5,Neem Oil,13.9,Flood,631.3,1294.2,1195.1,5.83,385.9,13.4,199.4,3,Tractor,1.31,1695.35
829,Glenn-Young,F-602,Garrettfurt,Potato,Russet,2023-07-26,2023-11-17,NPK 15-15-15,116.8,Chlorpyrifos,20.4,Flood,607.5,8105.9,3533.3,6.73,283.2,18.5,177.9,4,Plough,1.29,10456.59
830,Graham-Clark,F-972,South Don,Potato,Russet,2024-03-12,2024-08-12,Urea,216.3,Neem Oil,16.8,Sprinkler,1038.1,6458.4,3438.8,6.52,376.2,21.9,110.2,5,Harvester,0.34,2195.84
831,Bridges-Ward,F-160,Mooreberg,Barley,Hulled,2024-07-06,2024-11-03,Compost,268.8,Glyphosate,7.7,Sprinkler,689.2,5151.6,2702.2,6.95,369.5,16.7,98.0,5,Plough,0.34,1751.54
832,Jones Inc,F-665,Lake Nicole,Soybean,Black,2023-08-14,2024-01-03,Compost,196.9,Neem Oil,10.2,Sprinkler,1484.3,2103.6,1176.1,6.23,434.5,16.8,57.3,6,Harvester,1.43,3008.1
833,Proctor-Taylor,F-431,Lake Linda,Corn,Dent,2024-09-24,2025-02-20,Urea,83.2,Chlorpyrifos,23.6,Flood,1133.5,6925.0,5347.5,6.13,749.3,19.9,155.0,2,Tractor,1.15,7963.71
834,English-Dominguez,F-243,Hansonmouth,Barley,Hulless,2025-02-28,2025-06-09,NPK 15-15-15,178.2,Chlorpyrifos,28.9,Drip,1581.2,5382.0,2173.0,6.34,662.5,20.8,156.7,7,Harvester,0.48,2583.38
835,Arnold-Cole,F-251,Jeremiahchester,Wheat,Durum,2024-05-31,2024-10-29,Urea,220.1,Neem Oil,23.6,Sprinkler,1296.3,7944.1,3257.7,7.28,796.2,20.6,141.8,8,Plough,0.54,4289.82
836,Lane Ltd,F-391,Lake Walter,Wheat,Emmer,2024-08-13,2025-01-20,Urea,54.5,Neem Oil,20.7,Drip,1211.8,3611.7,1448.4,7.26,757.4,24.8,141.3,5,Harvester,0.85,3069.98
837,"Johnston, Johnson and Johnson",F-936,Bushville,Potato,Russet,2024-03-16,2024-08-10,NPK 15-15-15,217.1,Neem Oil,11.4,Sprinkler,506.4,3382.3,1481.5,5.96,333.1,23.5,85.8,2,Harvester,1.32,4464.64
838,Nixon-Miller,F-116,Stevenland,Wheat,Durum,2024-07-25,2024-11-27,Compost,267.1,Neem Oil,24.9,Flood,1682.0,5817.3,2530.4,7.04,598.0,19.0,137.0,10,Plough,1.43,8318.77
839,"Davis, Kennedy and Harmon",F-843,Lake Cynthiashire,Potato,Red,2024-06-11,2024-09-23,Urea,94.3,Neem Oil,10.0,Flood,1144.3,8697.1,3698.9,6.16,347.4,18.7,64.9,6,Tractor,0.77,6696.77
840,"Brown, Cooper and Osborne",F-470,Gibsonfort,Barley,Hulless,2023-12-30,2024-05-21,NPK 15-15-15,241.3,Chlorpyrifos,12.7,Flood,1537.3,2456.8,1815.9,6.78,245.7,14.2,68.2,2,Tractor,1.17,2874.4
841,"Rivera, Gomez and Levine",F-884,Keithton,Wheat,Emmer,2024-07-20,2024-11-09,Compost,166.3,Glyphosate,17.0,Flood,917.5,2020.3,1440.4,5.67,673.4,16.9,108.2,5,Plough,0.45,909.15
842,"Curry, Acosta and Elliott",F-634,Lake Thomasburgh,Barley,Hulled,2024-10-22,2025-01-31,Compost,183.7,Chlorpyrifos,29.8,Flood,1027.1,9929.1,12041.3,6.18,433.6,22.6,65.5,10,Harvester,0.71,7049.67
843,Douglas LLC,F-814,West Toddberg,Corn,Sweet,2024-07-19,2024-11-10,NPK 15-15-15,294.0,Neem Oil,10.7,Flood,1900.7,6589.7,4492.4,7.06,534.5,18.4,98.3,7,Tractor,1.0,6589.68
844,York LLC,F-780,Davidview,Wheat,Durum,2024-05-28,2024-10-22,Urea,212.2,Chlorpyrifos,23.7,Drip,1954.4,2692.7,1640.0,7.22,251.1,23.8,139.2,10,Tractor,0.32,861.67
845,Smith-Rodriguez,F-448,New Joanne,Potato,Russet,2023-12-01,2024-04-29,NPK 15-15-15,206.2,Glyphosate,24.7,Flood,975.6,5449.1,2186.4,6.12,693.3,16.1,178.8,2,Harvester,1.17,6375.46
846,Wood-Thompson,F-176,South Henry,Corn,Dent,2024-09-24,2025-02-09,Compost,140.9,Chlorpyrifos,12.7,Sprinkler,1110.3,9993.5,9416.0,5.55,371.1,14.6,64.0,4,Plough,1.32,13191.46
847,Cooper Inc,F-425,New Sarah,Potato,Russet,2024-06-14,2024-10-28,NPK 15-15-15,95.7,Glyphosate,19.6,Drip,847.3,2020.4,824.9,6.05,704.9,19.7,131.2,3,Plough,1.22,2464.85
848,Mullins-Gutierrez,F-141,Youngmouth,Potato,Red,2023-08-29,2024-02-05,Urea,279.7,Chlorpyrifos,7.3,Sprinkler,903.6,6921.1,9875.0,5.6,241.2,25.3,138.2,3,Harvester,0.78,5398.46
849,"Jackson, Lane and Wilkinson",F-674,Lake Josephville,Wheat,Emmer,2024-11-15,2025-03-31,NPK 15-15-15,70.5,Glyphosate,9.6,Flood,1551.0,4653.9,6520.1,5.71,687.3,18.6,159.3,4,Tractor,0.49,2280.41
850,Marshall Group,F-913,Thomasside,Potato,Russet,2023-06-11,2023-10-31,Compost,244.1,Glyphosate,17.3,Drip,589.1,1047.6,677.6,5.92,600.1,14.7,129.2,7,Tractor,0.63,659.97
851,Vega-Price,F-823,Dustinchester,Soybean,Black,2023-10-30,2024-03-04,Urea,113.7,Neem Oil,17.4,Drip,1108.3,3424.2,1976.2,5.88,351.8,13.8,77.7,3,Plough,1.37,4691.21
852,Ho-Cole,F-173,Suzanneton,Corn,Sweet,2023-05-11,2023-08-14,Compost,148.7,Glyphosate,11.9,Drip,1361.9,3077.7,3077.7,6.8,630.3,23.6,52.1,3,Harvester,0.36,1107.97
853,"Walsh, Blanchard and Reynolds",F-477,Matthewview,Corn,Dent,2023-07-16,2023-11-01,Urea,294.3,Chlorpyrifos,21.5,Flood,912.6,2322.9,1293.4,6.83,714.7,14.0,108.4,5,Plough,0.45,1045.3
854,Scott PLC,F-543,Murraybury,Corn,Dent,2025-01-14,2025-06-15,Urea,89.7,Glyphosate,23.7,Flood,933.6,9542.3,6940.3,6.33,728.8,14.0,91.9,8,Tractor,0.6,5725.37
855,"Chapman, Lee and Rogers",F-804,West Amy,Soybean,Yellow,2024-11-22,2025-04-19,Urea,259.9,Chlorpyrifos,11.7,Sprinkler,830.8,4130.6,2309.5,7.31,210.3,15.3,122.9,5,Plough,0.84,3469.69
856,Decker Inc,F-201,Davisville,Potato,Russet,2024-10-05,2025-01-17,Urea,265.5,Neem Oil,25.0,Flood,1105.6,3409.1,2745.6,5.63,774.3,13.5,184.8,6,Tractor,0.61,2079.54
857,Bell-Hardy,F-435,Jamestown,Potato,Russet,2024-10-15,2025-03-17,Compost,242.4,Chlorpyrifos,19.2,Drip,1221.5,9797.1,19333.5,5.87,639.6,22.1,113.7,6,Plough,1.45,14205.75
858,Brown PLC,F-350,New Danielle,Corn,Dent,2024-08-25,2025-01-07,Urea,61.5,Chlorpyrifos,13.9,Drip,1298.7,1864.8,1291.7,6.49,458.5,19.9,153.5,3,Plough,0.54,1007.0
859,Miller PLC,F-856,South Diana,Corn,Sweet,2024-11-01,2025-03-23,NPK 15-15-15,75.7,Neem Oil,16.0,Drip,831.1,8799.0,9670.1,5.93,422.5,12.5,51.8,8,Tractor,0.79,6951.18
860,"Knight, Coffey and Kemp",F-195,West Kenneth,Barley,Hulless,2025-03-30,2025-07-24,Urea,247.8,Neem Oil,23.7,Drip,566.3,1841.3,784.5,6.88,524.6,21.2,154.4,2,Harvester,1.03,1896.59
861,Fowler LLC,F-689,Schwartzmouth,Corn,Dent,2024-09-26,2025-02-05,Urea,50.0,Neem Oil,13.7,Sprinkler,1630.0,1900.8,1261.0,6.61,298.6,22.3,197.1,2,Plough,0.58,1102.49
862,Norman LLC,F-283,South Paulton,Barley,Hulled,2023-11-17,2024-03-08,NPK 15-15-15,256.8,Glyphosate,8.3,Sprinkler,591.9,8400.8,8674.6,6.4,571.2,12.4,158.9,5,Harvester,0.35,2940.29
863,Thompson-Jones,F-487,New Philip,Barley,Hulless,2023-11-18,2024-03-06,NPK 15-15-15,92.8,Glyphosate,18.3,Flood,1764.4,7191.3,3318.2,6.34,250.9,14.2,61.0,8,Tractor,0.49,3523.71
864,Rodriguez-Fernandez,F-793,Robinsonville,Soybean,Yellow,2024-09-14,2025-01-03,Compost,287.5,Neem Oil,27.5,Flood,1976.6,3395.3,2204.0,7.27,294.4,26.0,129.9,5,Harvester,0.97,3293.4
865,Baldwin-Garcia,F-851,North Ashleyview,Soybean,Yellow,2025-04-09,2025-09-02,NPK 15-15-15,99.1,Chlorpyrifos,14.4,Flood,1197.3,3512.6,3442.2,5.68,548.8,23.2,69.0,2,Tractor,0.56,1967.04
866,Smith-Jimenez,F-936,North Elizabethview,Potato,Russet,2024-12-25,2025-05-25,NPK 15-15-15,63.2,Glyphosate,18.5,Drip,1698.4,4551.5,2529.6,5.98,230.5,24.0,131.6,3,Tractor,1.15,5234.18
867,"Rivera, Myers and Smith",F-662,Mendozafurt,Potato,Russet,2023-08-27,2024-01-07,NPK 15-15-15,257.0,Glyphosate,15.7,Drip,709.6,5725.7,8333.4,7.08,619.3,13.3,72.2,9,Tractor,0.61,3492.67
868,"Norman, Floyd and Fernandez",F-445,South Stephaniefort,Soybean,Yellow,2025-02-15,2025-06-26,NPK 15-15-15,58.3,Glyphosate,24.5,Flood,1536.3,5148.1,2763.8,7.23,633.9,13.2,74.7,3,Tractor,1.49,7670.66
869,"Nichols, Frey and Cook",F-158,Richardland,Corn,Dent,2023-08-04,2023-11-14,Compost,237.1,Neem Oil,5.6,Drip,1982.6,4950.8,2163.3,6.13,603.3,23.1,125.6,6,Harvester,1.08,5346.88
870,"Castaneda, Peterson and Randall",F-652,Deborahburgh,Barley,Hulled,2024-02-09,2024-05-19,Urea,121.8,Neem Oil,27.8,Drip,725.9,5912.0,7428.2,7.15,373.4,20.7,56.4,8,Harvester,1.1,6503.17
871,Ponce Ltd,F-367,West Heather,Wheat,Emmer,2024-07-05,2024-12-01,NPK 15-15-15,144.5,Neem Oil,13.5,Sprinkler,1585.8,1236.3,727.9,6.05,290.0,17.3,68.4,8,Tractor,0.3,370.88
872,Mccoy LLC,F-274,Millermouth,Barley,Hulled,2025-03-28,2025-08-06,Compost,143.8,Glyphosate,18.8,Drip,1437.5,4326.1,7234.3,5.61,324.7,17.7,178.4,10,Harvester,0.67,2898.48
873,Taylor and Sons,F-976,Lake Wendybury,Potato,Red,2024-11-23,2025-02-23,Compost,96.2,Glyphosate,6.5,Drip,1892.2,7951.3,3865.1,7.23,351.7,19.4,183.5,10,Plough,1.44,11449.87
874,Brown-Fernandez,F-585,Victormouth,Wheat,Emmer,2024-05-15,2024-09-15,Urea,270.1,Glyphosate,17.9,Sprinkler,1577.3,9659.4,5403.7,5.88,588.6,17.6,86.3,3,Tractor,0.96,9272.99
875,Morgan LLC,F-414,South Davidhaven,Soybean,Black,2023-05-14,2023-09-02,Urea,124.4,Glyphosate,11.1,Sprinkler,1634.7,5695.5,3181.2,5.76,633.3,23.8,114.6,3,Harvester,1.1,6265.06
876,"Berg, Herrera and Figueroa",F-746,North Benjamin,Barley,Hulled,2024-04-22,2024-09-18,Urea,89.2,Chlorpyrifos,23.9,Drip,779.9,8861.0,4132.8,7.08,632.7,17.2,131.5,4,Harvester,0.65,5759.65
877,Valdez-Ruiz,F-983,East Jacquelineberg,Corn,Sweet,2023-08-19,2023-11-27,Urea,178.2,Neem Oil,17.6,Drip,1658.1,5228.5,4687.3,6.96,421.0,19.8,125.1,4,Harvester,1.25,6535.61
878,Chen LLC,F-448,South Cherylshire,Barley,Hulled,2023-05-13,2023-10-09,NPK 15-15-15,122.4,Neem Oil,6.4,Sprinkler,858.2,6490.9,3426.4,7.33,325.4,22.7,103.3,10,Harvester,1.11,7204.85
879,Wilson PLC,F-204,North Linda,Potato,Red,2023-06-20,2023-10-03,NPK 15-15-15,73.6,Neem Oil,16.4,Sprinkler,1581.9,4552.5,4823.8,7.07,526.6,20.5,79.8,3,Plough,0.47,2139.67
880,Cain-Hendrix,F-140,Nguyenshire,Corn,Dent,2024-03-28,2024-07-23,Urea,263.7,Neem Oil,6.9,Drip,1877.2,2212.4,1237.3,6.72,502.9,22.6,99.1,8,Tractor,1.5,3318.54
881,Morris and Sons,F-289,New Glennland,Soybean,Black,2024-06-29,2024-12-06,NPK 15-15-15,255.1,Glyphosate,19.7,Sprinkler,1667.9,7482.6,4830.7,5.72,276.7,20.4,188.6,5,Plough,0.31,2319.6
882,Thomas-Perry,F-942,Angelamouth,Soybean,Black,2023-08-03,2023-12-31,Compost,79.9,Neem Oil,27.7,Drip,1823.4,6731.5,4503.6,6.86,435.1,20.5,101.9,2,Tractor,1.18,7943.17
883,"Williams, Garcia and Boone",F-211,Stricklandtown,Barley,Hulled,2023-11-07,2024-02-20,Compost,123.1,Glyphosate,14.9,Sprinkler,1014.4,8837.6,4968.9,5.55,283.6,26.0,79.2,4,Tractor,0.99,8749.2
884,Miller-Smith,F-178,Lake Deniseport,Potato,Russet,2025-03-15,2025-06-22,NPK 15-15-15,113.8,Glyphosate,22.4,Flood,940.9,3161.3,3010.6,6.54,444.3,22.5,174.4,2,Harvester,0.71,2244.51
885,"Aguirre, Barton and Schwartz",F-631,East Danielle,Corn,Dent,2024-03-20,2024-08-07,Compost,74.0,Neem Oil,8.2,Drip,1908.3,4858.0,1997.1,7.39,724.9,12.8,182.7,7,Harvester,1.19,5781.05
886,Jenkins-Hurley,F-863,New Hectorfort,Soybean,Yellow,2024-06-11,2024-09-12,NPK 15-15-15,75.0,Glyphosate,24.2,Sprinkler,1846.2,4476.6,2394.1,6.21,690.4,19.1,77.5,3,Harvester,0.39,1745.86
887,Burton LLC,F-397,Robertside,Soybean,Black,2024-08-19,2024-12-05,Compost,290.8,Glyphosate,11.1,Flood,507.4,6590.6,2670.6,6.56,468.5,14.7,94.8,9,Plough,1.3,8567.79
888,Wilson PLC,F-841,New Michaelside,Potato,Russet,2023-11-01,2024-03-22,NPK 15-15-15,63.4,Neem Oil,14.3,Flood,1541.0,1415.1,1462.6,6.71,228.5,17.2,134.7,3,Harvester,0.75,1061.31
889,Marshall Ltd,F-926,West Brian,Barley,Hulled,2024-05-30,2024-08-30,NPK 15-15-15,150.7,Neem Oil,22.7,Flood,1913.9,7431.9,5285.0,6.34,574.7,23.3,180.4,6,Plough,0.61,4533.44
890,Jennings Group,F-474,Thompsonton,Potato,Red,2023-07-28,2023-11-06,Compost,146.0,Neem Oil,11.2,Sprinkler,1348.0,9002.4,8250.8,6.09,663.4,24.4,135.4,5,Tractor,0.94,8462.22
891,"Diaz, Clark and King",F-899,Williamston,Corn,Sweet,2023-06-12,2023-10-03,NPK 15-15-15,244.1,Chlorpyrifos,15.1,Flood,1940.9,8552.7,4045.4,5.61,573.3,12.3,133.7,4,Harvester,0.57,4875.03
892,"Thompson, Floyd and Washington",F-867,North Pattymouth,Wheat,Emmer,2025-04-19,2025-09-09,NPK 15-15-15,127.4,Neem Oil,10.7,Flood,830.6,9751.1,17380.3,6.84,561.4,17.1,86.6,10,Tractor,0.83,8093.4
893,"Nguyen, Gonzalez and Rhodes",F-779,Jerryville,Potato,Russet,2024-08-04,2024-12-08,NPK 15-15-15,295.4,Neem Oil,19.2,Sprinkler,1012.0,8452.1,3683.6,6.6,709.4,14.1,138.6,7,Plough,1.45,12255.58
894,Garcia Ltd,F-452,Kanefurt,Corn,Dent,2024-01-10,2024-05-13,Urea,207.6,Glyphosate,5.4,Sprinkler,1713.1,1841.5,1150.0,5.7,698.4,24.4,165.0,10,Harvester,0.99,1823.06
895,Jones PLC,F-654,Brownchester,Potato,Red,2025-03-24,2025-07-07,NPK 15-15-15,110.2,Chlorpyrifos,26.2,Sprinkler,1439.1,3267.4,3695.8,5.58,217.7,25.4,121.8,5,Tractor,0.62,2025.77
896,Reilly Group,F-219,South Nathaniel,Wheat,Emmer,2023-08-22,2024-01-09,Urea,176.0,Glyphosate,7.0,Drip,1721.5,9166.1,7169.0,6.17,781.7,24.0,57.2,3,Harvester,1.5,13749.08
897,"Lee, Howard and Nelson",F-855,Davidshire,Potato,Russet,2024-04-21,2024-08-24,Urea,63.6,Chlorpyrifos,24.3,Flood,1282.7,1720.9,978.0,7.24,769.7,21.0,144.0,2,Plough,0.39,671.17
898,Taylor-York,F-713,Barnesmouth,Barley,Hulled,2023-06-17,2023-10-20,Urea,147.7,Glyphosate,22.9,Sprinkler,1828.2,3431.1,1497.4,6.95,657.8,17.8,69.5,4,Harvester,0.83,2847.81
899,Munoz-Clarke,F-148,New Tara,Wheat,Durum,2023-10-19,2024-03-19,NPK 15-15-15,191.4,Neem Oil,6.7,Sprinkler,534.1,7524.9,3496.7,7.37,604.8,15.7,195.5,5,Tractor,1.41,10610.1
900,Miller PLC,F-832,Atkinsborough,Soybean,Yellow,2025-02-24,2025-06-05,NPK 15-15-15,100.7,Chlorpyrifos,7.7,Flood,1890.8,9435.2,3917.6,6.43,323.0,25.9,186.1,3,Tractor,0.68,6415.92
901,Hood-Ramirez,F-944,Fitzgeraldbury,Potato,Russet,2024-08-03,2024-11-01,Compost,294.9,Chlorpyrifos,8.3,Sprinkler,1319.2,4418.5,4711.8,7.45,425.6,14.7,117.1,10,Harvester,0.81,3578.96
902,Hamilton-Walker,F-148,New Rachel,Barley,Hulless,2023-11-10,2024-02-14,NPK 15-15-15,266.0,Chlorpyrifos,17.8,Drip,1146.7,7533.9,8996.9,6.07,231.7,18.3,152.3,3,Harvester,0.99,7458.54
903,Williams Group,F-625,South Amandafort,Soybean,Yellow,2024-03-21,2024-07-07,NPK 15-15-15,278.8,Glyphosate,5.4,Drip,1458.6,9145.4,4614.6,7.26,736.6,20.2,174.1,3,Plough,0.9,8230.85
904,"Nicholson, Chavez and Allen",F-448,Lake Jessicaborough,Corn,Dent,2025-01-19,2025-06-24,Compost,257.4,Neem Oil,22.2,Sprinkler,850.8,9375.3,6997.9,6.35,695.8,24.2,130.9,3,Plough,0.99,9281.52
905,Phillips-Holland,F-856,North Timothyport,Corn,Dent,2023-08-13,2024-01-02,NPK 15-15-15,173.2,Neem Oil,19.7,Flood,1455.0,1262.4,1318.0,6.31,756.3,13.7,121.7,2,Harvester,1.2,1514.9
906,"Stevens, Hudson and Silva",F-115,Fordberg,Soybean,Yellow,2023-09-04,2024-01-23,Urea,241.1,Chlorpyrifos,18.5,Drip,1488.4,5664.5,2678.0,5.84,334.3,16.9,151.1,3,Harvester,1.33,7533.78
907,"Sullivan, Clarke and Wood",F-371,Padillatown,Barley,Hulled,2025-03-11,2025-07-21,Urea,192.4,Neem Oil,6.8,Flood,1655.1,5851.7,4196.1,5.85,789.0,13.9,135.2,9,Plough,0.43,2516.22
908,"Jones, Barry and Cook",F-659,West Ronaldview,Wheat,Emmer,2025-02-28,2025-06-28,NPK 15-15-15,288.3,Glyphosate,27.3,Drip,1776.3,4869.6,2834.6,7.1,770.8,21.7,84.5,10,Harvester,0.65,3165.27
909,"Daniels, Norton and French",F-720,New Nicoleton,Potato,Red,2024-10-25,2025-03-28,Urea,261.5,Neem Oil,17.8,Flood,599.0,9721.6,5410.7,5.67,408.1,20.8,126.1,2,Plough,0.66,6416.25
910,"Cox, Williams and Reyes",F-558,Harveystad,Soybean,Yellow,2024-06-04,2024-10-17,Urea,169.4,Neem Oil,24.2,Flood,780.1,9312.8,9595.3,7.37,471.2,17.3,61.7,3,Plough,0.95,8847.2
911,Wong Ltd,F-688,New Jennaborough,Soybean,Black,2024-02-10,2024-07-17,Urea,176.5,Neem Oil,26.1,Drip,980.2,5432.2,3429.5,6.65,496.3,22.5,168.6,10,Harvester,1.33,7224.88
912,Allen-Wilson,F-477,Mclaughlinshire,Potato,Russet,2023-08-17,2024-01-05,NPK 15-15-15,223.9,Glyphosate,21.6,Sprinkler,1633.4,6791.9,3642.4,6.28,636.6,16.6,118.5,2,Tractor,1.25,8489.93
913,"Clark, Mcgee and Perez",F-972,Rachaelhaven,Wheat,Durum,2025-03-08,2025-07-11,Urea,117.1,Glyphosate,28.4,Sprinkler,1191.0,9097.9,10680.6,6.29,284.2,23.6,141.7,4,Plough,1.2,10917.48
914,Ramirez-Brown,F-950,Shaunhaven,Corn,Sweet,2024-10-11,2025-03-18,NPK 15-15-15,266.6,Glyphosate,18.7,Flood,1901.8,7654.2,3489.5,6.18,298.7,13.1,152.1,7,Tractor,1.25,9567.81
915,Harrison PLC,F-689,Shannonstad,Potato,Red,2024-06-14,2024-11-12,NPK 15-15-15,150.9,Neem Oil,10.5,Flood,833.4,2601.1,1088.3,6.56,669.0,17.2,83.5,10,Tractor,0.77,2002.84
916,"Dougherty, Lamb and Everett",F-369,East Patriciamouth,Potato,Red,2025-01-12,2025-05-29,Urea,287.4,Neem Oil,13.1,Flood,980.7,4292.2,1786.0,6.48,608.1,23.5,83.6,5,Harvester,0.89,3820.09
917,Myers and Sons,F-592,Susanland,Potato,Russet,2023-07-08,2023-12-10,Compost,171.1,Glyphosate,10.0,Flood,1000.4,8419.0,12971.8,5.97,676.1,13.2,104.6,8,Harvester,1.3,10944.64
